Player,Nation,Pos,Age,90s,Att,pass_types_Live,pass_types_Dead,pass_types_FK,pass_types_TB,pass_types_Sw,pass_types_Crs,pass_types_TI,pass_types_CK,corner_kicks_In,corner_kicks_Out,corner_kicks_Str,outcomes_Cmp,outcomes_Off,outcomes_Blocks,Matches,Team,Season
Joshua Zirkzee,nl NED,"FW,MF",23-359,15.6,410,400,9,1,6,2,4,0,0,0,0,0,292,1,15,Matches,Manchester United,2024
Leny Yoro,fr FRA,DF,19-184,12.9,766,745,20,9,2,1,1,7,0,0,0,0,708,1,5,Matches,Manchester United,2024
Marcus Rashford,eng ENG,"FW,MF",27-197,10.9,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10,Matches,Manchester United,2024
Christian Eriksen,dk DEN,MF,33-091,11.5,733,631,101,31,8,8,83,5,61,24,19,5,579,1,6,Matches,Manchester United,2024
Patrick Dorgu,dk DEN,DF,20-202,7.4,378,316,61,6,0,1,31,54,1,0,0,0,304,1,5,Matches,Manchester United,2024
Mason Mount,eng ENG,MF,26-126,5.4,199,189,10,5,2,1,9,2,3,3,0,0,162,0,5,Matches,Manchester United,2024
Victor Lindelöf,se SWE,DF,30-303,5.8,242,238,4,3,0,0,1,1,0,0,0,0,224,0,1,Matches,Manchester United,2024
Harry Amass,eng ENG,DF,18-061,3.8,181,150,31,2,0,0,9,29,0,0,0,0,149,0,3,Matches,Manchester United,2024
Jonny Evans,nir NIR,DF,37-133,3.2,196,177,19,5,0,0,0,3,0,0,0,0,174,0,1,Matches,Manchester United,2024
Altay Bayındır,tr TUR,GK,27-032,3.0,129,106,23,5,0,0,0,0,0,0,0,0,77,0,2,Matches,Manchester United,2024
Luke Shaw,eng ENG,DF,29-308,3.0,247,236,11,2,1,1,10,2,4,0,1,0,210,0,6,Matches,Manchester United,2024
Tyler Fredricson,eng ENG,DF,20-082,1.8,122,119,3,3,0,0,0,0,0,0,0,0,110,0,2,Matches,Manchester United,2024
Tyrell Malacia,nl NED,DF,25-272,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2,Matches,Manchester United,2024
Chidozie Obi-Martin,dk DEN,FW,17-168,1.7,23,21,2,0,0,0,0,0,0,0,0,0,19,0,0,Matches,Manchester United,2024
Ayden Heaven,eng ENG,DF,18-236,1.1,49,48,1,1,0,0,0,0,0,0,0,0,40,0,2,Matches,Manchester United,2024
Toby Collyer,eng ENG,MF,21-133,2.0,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2,Matches,Manchester United,2024
Antony,br BRA,"DF,MF",25-081,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1,Matches,Manchester United,2024
Scott McTominay,sct SCO,MF,28-159,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0,Matches,Manchester United,2024
Bruno Guimarães,br BRA,MF,27-181,34.3,1666,1580,77,68,22,13,26,3,4,2,1,0,1369,9,36,Matches,Newcastle United,2024
Dan Burn,eng ENG,DF,33-007,35.0,1891,1859,31,23,0,12,3,4,0,0,0,0,1677,1,16,Matches,Newcastle United,2024
Alexander Isak,se SWE,FW,25-237,29.6,660,579,75,0,6,3,15,9,3,0,0,0,493,6,24,Matches,Newcastle United,2024
Fabian Schär,ch SUI,DF,33-147,30.6,1863,1787,68,62,4,29,10,6,0,0,0,0,1558,8,8,Matches,Newcastle United,2024
Valentino Livramento,eng ENG,DF,22-185,29.6,1546,1302,239,16,1,1,45,222,1,0,0,0,1317,5,26,Matches,Newcastle United,2024
Joelinton,br BRA,"MF,FW",28-275,26.6,1043,1014,26,11,7,2,16,14,0,0,0,0,863,3,23,Matches,Newcastle United,2024
Jacob Murphy,eng ENG,FW,30-081,24.8,938,884,46,5,5,6,113,27,14,1,0,0,644,8,48,Matches,Newcastle United,2024
Sandro Tonali,it ITA,MF,25-008,27.2,1411,1363,42,24,7,7,34,9,8,5,1,1,1185,6,25,Matches,Newcastle United,2024
Nick Pope,eng ENG,GK,33-027,26.0,721,483,238,66,0,0,0,0,0,0,0,0,529,0,0,Matches,Newcastle United,2024
Anthony Gordon,eng ENG,FW,24-081,25.5,935,813,114,24,9,4,122,33,51,34,7,0,689,8,36,Matches,Newcastle United,2024
Lewis Hall,eng ENG,DF,20-250,24.3,1592,1300,287,68,4,2,110,164,55,45,2,0,1300,5,27,Matches,Newcastle United,2024
Harvey Barnes,eng ENG,FW,27-158,17.7,566,552,12,3,4,1,44,7,2,0,0,0,443,2,17,Matches,Newcastle United,2024
Kieran Trippier,eng ENG,DF,34-239,14.2,1218,973,242,50,3,3,79,132,59,24,8,14,1000,3,16,Matches,Newcastle United,2024
Joe Willock,eng ENG,"MF,FW",25-269,11.4,341,335,4,0,0,2,16,4,0,0,0,0,281,2,6,Matches,Newcastle United,2024
Martin Dúbravka,sk SVK,GK,36-121,10.0,333,246,86,27,0,1,0,0,0,0,0,0,265,1,0,Matches,Newcastle United,2024
Sean Longstaff,eng ENG,MF,27-198,8.9,349,344,4,2,2,3,5,0,1,0,0,1,295,1,12,Matches,Newcastle United,2024
Lloyd Kelly,eng ENG,DF,26-222,3.4,181,159,22,7,0,0,1,15,0,0,0,0,146,0,5,Matches,Newcastle United,2024
Sven Botman,nl NED,DF,25-124,3.2,174,168,6,6,0,1,0,0,0,0,0,0,152,0,0,Matches,Newcastle United,2024
Emil Krafth,se SWE,DF,30-287,3.5,143,128,15,4,0,0,1,11,0,0,0,0,113,0,3,Matches,Newcastle United,2024
Callum Wilson,eng ENG,FW,33-078,3.2,41,35,5,0,0,0,2,0,0,0,0,0,29,1,4,Matches,Newcastle United,2024
Lewis Miley,eng ENG,MF,19-015,3.2,170,169,0,0,1,0,0,0,0,0,0,0,150,1,4,Matches,Newcastle United,2024
Miguel Almirón,py PAR,FW,31-095,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2,Matches,Newcastle United,2024
William Osula,dk DEN,FW,21-285,1.2,18,16,2,0,0,0,1,0,0,0,0,0,11,0,0,Matches,Newcastle United,2024
Matt Targett,eng ENG,DF,29-240,0.2,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches,Newcastle United,2024
Matz Sels,be BEL,GK,33-079,36.0,942,570,360,97,0,0,0,0,0,0,0,0,484,12,0,Matches,Nottingham Forest,2024
Nikola Milenković,rs SRB,DF,27-216,35.0,964,925,32,32,0,3,0,0,0,0,0,0,787,7,3,Matches,Nottingham Forest,2024
Murillo,br BRA,DF,22-316,33.4,1350,1182,155,108,8,20,12,2,0,0,0,0,1056,13,6,Matches,Nottingham Forest,2024
Ola Aina,ng NGA,DF,28-220,31.4,1271,1011,258,15,0,4,50,243,0,0,0,0,937,2,44,Matches,Nottingham Forest,2024
Chris Wood,nz NZL,FW,33-160,30.9,452,448,0,0,1,1,1,0,0,0,0,0,294,4,7,Matches,Nottingham Forest,2024
Morgan Gibbs-White,eng ENG,MF,25-109,29.2,1195,1170,17,6,16,12,40,1,1,0,0,0,937,8,25,Matches,Nottingham Forest,2024
Elliot Anderson,eng ENG,MF,22-191,28.4,1285,1200,78,23,6,4,78,2,46,15,28,0,1000,7,35,Matches,Nottingham Forest,2024
Anthony Elanga,se SWE,"FW,MF",23-019,25.8,768,649,115,30,3,0,170,6,76,42,31,0,500,4,24,Matches,Nottingham Forest,2024
Neco Williams,wls WAL,DF,24-033,26.8,1032,824,204,19,1,4,52,183,2,0,2,0,785,4,30,Matches,Nottingham Forest,2024
Callum Hudson-Odoi,eng ENG,"FW,MF",24-190,23.9,820,797,20,3,4,6,75,4,4,3,1,0,674,3,16,Matches,Nottingham Forest,2024
Nicolás Domínguez,ar ARG,"MF,FW",26-322,20.1,880,828,46,20,5,0,6,6,0,0,0,0,764,6,9,Matches,Nottingham Forest,2024
Ryan Yates,eng ENG,MF,27-176,21.0,734,677,54,22,0,0,5,0,1,0,0,0,598,3,18,Matches,Nottingham Forest,2024
Álex Moreno,es ESP,"DF,MF",31-342,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10,Matches,Nottingham Forest,2024
Morato,br BRA,DF,23-320,10.0,304,286,16,10,1,0,0,3,0,0,0,0,234,2,11,Matches,Nottingham Forest,2024
Jota Silva,pt POR,"FW,MF",25-288,9.4,191,188,1,0,1,1,21,0,1,0,0,0,115,2,12,Matches,Nottingham Forest,2024
Ibrahim Sangaré,ci CIV,MF,27-165,5.0,258,250,8,8,0,1,2,0,0,0,0,0,218,0,8,Matches,Nottingham Forest,2024
James Ward-Prowse,eng ENG,MF,30-196,4.4,182,157,24,15,0,1,19,0,8,3,5,0,145,1,1,Matches,Nottingham Forest,2024
Danilo,br BRA,"MF,FW",24-017,3.0,114,112,1,0,0,0,3,0,1,1,0,0,89,1,4,Matches,Nottingham Forest,2024
Taiwo Awoniyi,ng NGA,FW,27-277,4.6,96,96,0,0,1,0,2,0,0,0,0,0,61,0,4,Matches,Nottingham Forest,2024
Ramón Sosa,py PAR,"FW,MF",25-258,3.3,97,86,10,2,0,1,8,4,4,2,1,0,66,1,2,Matches,Nottingham Forest,2024
Willy Boly,ci CIV,DF,34-102,1.7,70,69,1,1,0,0,0,0,0,0,0,0,55,0,0,Matches,Nottingham Forest,2024
Harry Toffolo,eng ENG,DF,29-270,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3,Matches,Nottingham Forest,2024
Eric da Silva Moreira,de GER,"MF,DF",19-013,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0,Matches,Nottingham Forest,2024
Kyle Walker-Peters,eng ENG,DF,28-033,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33,Matches,Southampton,2024
Mateus Fernandes,pt POR,MF,20-310,30.3,1275,1111,163,59,8,10,105,10,50,36,13,0,1017,1,35,Matches,Southampton,2024
Taylor Harwood-Bellis,eng ENG,DF,23-106,30.5,2093,2011,79,51,3,9,10,25,0,0,0,0,1835,3,10,Matches,Southampton,2024
Jan Bednarek,pl POL,DF,29-034,28.1,1687,1606,79,33,0,7,1,1,0,0,0,0,1564,2,4,Matches,Southampton,2024
Aaron Ramsdale,eng ENG,GK,27-002,28.0,1154,867,280,100,0,4,0,0,0,0,0,0,737,7,0,Matches,Southampton,2024
Flynn Downes,eng ENG,MF,26-116,21.9,1007,979,27,27,7,1,3,0,0,0,0,0,906,1,12,Matches,Southampton,2024
Joe Aribo,ng NGA,"MF,DF",28-299,21.7,1006,992,13,4,2,1,10,4,0,0,0,0,892,1,15,Matches,Southampton,2024
Tyler Dibling,eng ENG,"FW,MF",19-065,20.1,603,568,32,4,8,2,28,3,11,8,0,0,489,3,16,Matches,Southampton,2024
Ryan Manning,ie IRL,"DF,MF",28-336,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21,Matches,Southampton,2024
Lesley Ugochukwu,fr FRA,MF,21-051,17.4,680,671,9,9,2,0,6,0,0,0,0,0,577,0,11,Matches,Southampton,2024
Jack Stephens,eng ENG,DF,31-109,14.4,876,835,40,18,0,2,1,14,0,0,0,0,805,1,4,Matches,Southampton,2024
Yukinari Sugawara,jp JPN,"DF,MF",24-322,16.3,862,743,118,17,1,7,69,91,10,4,6,0,689,1,21,Matches,Southampton,2024
Kamaldeen Sulemana,gh GHA,"FW,MF",23-090,14.1,329,326,2,0,0,2,25,2,0,0,0,0,262,1,7,Matches,Southampton,2024
Adam Armstrong,eng ENG,"FW,MF",28-095,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,Matches,Southampton,2024
Cameron Archer,eng ENG,FW,23-299,15.5,235,215,19,0,2,0,3,0,0,0,0,0,191,1,7,Matches,Southampton,2024
James Bree,eng ENG,DF,27-217,10.9,549,508,40,9,0,0,27,27,3,2,0,0,459,1,9,Matches,Southampton,2024
Paul Onuachu,ng NGA,FW,30-353,11.4,257,255,0,0,0,4,0,0,0,0,0,0,156,2,7,Matches,Southampton,2024
Nathan Wood-Gordon,eng ENG,DF,22-350,6.9,391,381,9,3,0,0,3,1,0,0,0,0,363,1,1,Matches,Southampton,2024
William Smallbone,ie IRL,MF,25-084,7.2,332,271,59,12,0,2,34,4,24,15,6,0,257,2,7,Matches,Southampton,2024
Alex McCarthy,eng ENG,GK,35-164,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,Matches,Southampton,2024
Adam Lallana,eng ENG,MF,37-006,4.0,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3,Matches,Southampton,2024
Ben Brereton,cl CHI,FW,26-028,5.0,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3,Matches,Southampton,2024
Ryan Fraser,sct SCO,"FW,DF",31-081,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2,Matches,Southampton,2024
Welington,br BRA,"DF,MF",24-086,3.4,118,97,21,3,0,0,11,17,1,0,0,0,92,0,7,Matches,Southampton,2024
Ross Stewart,sct SCO,FW,28-309,3.2,71,70,1,1,0,0,0,0,0,0,0,0,50,0,2,Matches,Southampton,2024
Joe Lumley,eng ENG,GK,30-090,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0,Matches,Southampton,2024
Armel Bella Kotchap,de GER,DF,23-156,3.7,224,219,4,4,0,0,0,0,0,0,0,0,202,1,1,Matches,Southampton,2024
Charlie Taylor,eng ENG,DF,31-240,3.0,177,146,30,7,0,0,9,21,2,1,1,0,154,1,3,Matches,Southampton,2024
Albert Grønbaek,dk DEN,"FW,MF",23-358,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1,Matches,Southampton,2024
Maxwel Cornet,ci CIV,FW,28-231,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0,Matches,Southampton,2024
Samuel Edozie,eng ENG,"DF,FW",22-108,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2,Matches,Southampton,2024
Jay Robinson,eng ENG,"MF,FW",18-062,0.4,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches,Southampton,2024
Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-302,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0,Matches,Southampton,2024
Ronnie Edwards,eng ENG,DF,22-049,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches,Southampton,2024
Carlos Alcaraz,ar ARG,MF,22-167,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,Matches,Southampton,2024
Pedro Porro,es ESP,DF,25-245,28.0,1844,1495,342,52,4,16,194,238,52,4,43,0,1355,7,72,Matches,Tottenham Hotspur,2024
Dejan Kulusevski,se SWE,"MF,FW",25-021,26.5,893,800,84,4,11,1,89,6,62,26,0,0,658,9,42,Matches,Tottenham Hotspur,2024
Dominic Solanke,eng ENG,FW,27-244,23.5,352,312,38,0,3,1,4,2,0,0,0,0,250,2,15,Matches,Tottenham Hotspur,2024
Brennan Johnson,wls WAL,FW,23-358,23.1,617,605,10,0,0,0,52,10,0,0,0,0,438,2,37,Matches,Tottenham Hotspur,2024
Guglielmo Vicario,it ITA,GK,28-221,23.0,841,746,95,32,0,1,0,0,0,0,0,0,737,0,2,Matches,Tottenham Hotspur,2024
Son Heung-min,kr KOR,FW,32-312,22.6,898,827,69,15,4,4,76,12,37,24,5,0,709,2,25,Matches,Tottenham Hotspur,2024
Destiny Udogie,it ITA,DF,22-169,20.4,1084,920,163,28,0,0,19,135,0,0,0,0,947,1,34,Matches,Tottenham Hotspur,2024
James Maddison,eng ENG,MF,28-174,20.1,1256,1118,132,48,12,5,98,5,59,37,8,0,1021,6,15,Matches,Tottenham Hotspur,2024
Pape Matar Sarr,sn SEN,MF,22-244,20.2,1003,975,25,9,1,3,14,11,0,0,0,0,869,3,19,Matches,Tottenham Hotspur,2024
Rodrigo Bentancur,uy URU,MF,27-325,17.4,1054,1014,38,31,4,2,4,2,0,0,0,0,926,2,19,Matches,Tottenham Hotspur,2024
Djed Spence,eng ENG,DF,24-280,18.8,1128,948,176,30,2,2,25,146,0,0,0,0,962,4,19,Matches,Tottenham Hotspur,2024
Cristian Romero,ar ARG,DF,27-019,15.7,1223,1120,101,80,4,2,3,7,0,0,0,0,1094,2,7,Matches,Tottenham Hotspur,2024
Archie Gray,eng ENG,"DF,MF",19-065,17.5,1100,1012,84,29,0,2,16,43,4,0,4,0,962,4,17,Matches,Tottenham Hotspur,2024
Yves Bissouma,ml MLI,MF,28-259,14.9,828,783,42,41,2,2,2,1,0,0,0,0,737,3,9,Matches,Tottenham Hotspur,2024
Radu Drăgușin,ro ROU,DF,23-102,13.9,840,793,47,40,1,3,1,3,0,0,0,0,716,0,5,Matches,Tottenham Hotspur,2024
Ben Davies,wls WAL,DF,32-022,13.5,971,879,89,24,1,5,4,5,0,0,0,0,848,3,6,Matches,Tottenham Hotspur,2024
Lucas Bergvall,se SWE,MF,19-103,13.5,720,675,44,21,0,8,21,10,8,5,2,0,629,1,11,Matches,Tottenham Hotspur,2024
Micky van de Ven,nl NED,DF,24-027,10.6,776,735,40,17,0,1,0,4,0,0,0,0,706,1,5,Matches,Tottenham Hotspur,2024
Mathys Tel,fr FRA,FW,20-019,8.2,232,213,18,2,2,1,31,5,7,5,2,0,162,1,9,Matches,Tottenham Hotspur,2024
Wilson Odobert,fr FRA,FW,20-169,8.0,252,245,3,0,0,1,25,2,1,0,0,0,194,4,13,Matches,Tottenham Hotspur,2024
Kevin Danso,at AUT,DF,26-239,7.4,483,464,19,15,0,2,1,0,0,0,0,0,416,0,8,Matches,Tottenham Hotspur,2024
Fraser Forster,eng ENG,GK,37-060,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0,Matches,Tottenham Hotspur,2024
Antonín Kinský,cz CZE,GK,22-064,5.0,181,150,30,7,0,0,0,0,0,0,0,0,143,1,1,Matches,Tottenham Hotspur,2024
Timo Werner,de GER,"FW,MF",29-071,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15,Matches,Tottenham Hotspur,2024
Richarlison,br BRA,FW,28-006,5.3,95,91,4,1,0,3,7,0,0,0,0,0,60,0,3,Matches,Tottenham Hotspur,2024
Mikey Moore,eng ENG,FW,17-278,3.1,86,78,8,0,0,0,15,2,6,3,0,0,60,0,5,Matches,Tottenham Hotspur,2024
Brandon Austin,eng ENG,GK,26-128,1.0,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0,Matches,Tottenham Hotspur,2024
Sergio Reguilón,es ESP,DF,28-151,1.4,105,88,16,1,0,0,10,13,2,1,1,0,73,1,4,Matches,Tottenham Hotspur,2024
Dane Scarlett,eng ENG,"FW,MF",21-053,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches,Tottenham Hotspur,2024
Alfie Dorrington,eng ENG,DF,20-026,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches,Tottenham Hotspur,2024
Will Lankshear,eng ENG,"FW,MF",20-026,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Tottenham Hotspur,2024
Max Kilman,eng ENG,DF,27-358,35.2,1835,1795,36,24,0,12,3,1,0,0,0,0,1588,4,9,Matches,West Ham United,2024
Aaron Wan-Bissaka,eng ENG,DF,27-171,33.0,1680,1448,228,11,5,1,70,217,0,0,0,0,1355,4,58,Matches,West Ham United,2024
Jarrod Bowen,eng ENG,"FW,MF",28-147,31.0,738,649,83,5,7,4,104,2,44,28,15,0,524,6,40,Matches,West Ham United,2024
Mohammed Kudus,gh GHA,"FW,MF",24-287,27.7,818,803,13,4,2,13,76,3,1,0,0,0,682,2,29,Matches,West Ham United,2024
Tomáš Souček,cz CZE,MF,30-078,26.9,924,903,18,15,0,10,13,3,0,0,0,0,679,3,25,Matches,West Ham United,2024
Lucas Paquetá,br BRA,"MF,FW",27-262,26.0,1407,1319,80,35,18,12,28,12,4,1,3,0,1088,8,24,Matches,West Ham United,2024
Emerson Palmieri,it ITA,DF,30-286,23.5,1077,887,185,20,1,2,64,140,25,7,15,0,861,5,23,Matches,West Ham United,2024
Alphonse Areola,fr FRA,GK,32-078,24.1,953,686,262,70,0,3,0,0,0,0,0,0,661,5,3,Matches,West Ham United,2024
Konstantinos Mavropanos,gr GRE,DF,27-156,21.7,1190,1128,58,39,1,23,2,15,0,0,0,0,1022,4,10,Matches,West Ham United,2024
Edson Álvarez,mx MEX,MF,27-204,18.4,912,890,15,11,3,11,6,3,0,0,0,0,784,7,10,Matches,West Ham United,2024
Jean-Clair Todibo,fr FRA,DF,25-137,18.3,949,913,33,28,0,3,3,5,0,0,0,0,832,3,7,Matches,West Ham United,2024
Guido Rodríguez,ar ARG,MF,31-034,12.0,534,520,14,13,1,5,4,1,0,0,0,0,449,0,13,Matches,West Ham United,2024
Carlos Soler,es ESP,"MF,FW",28-134,15.3,645,585,58,28,4,5,31,4,17,10,4,0,549,2,9,Matches,West Ham United,2024
Łukasz Fabiański,pl POL,GK,40-028,11.9,454,321,132,38,0,0,0,0,0,0,0,0,304,1,0,Matches,West Ham United,2024
Michail Antonio,jm JAM,FW,35-049,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14,Matches,West Ham United,2024
Vladimír Coufal,cz CZE,DF,32-267,10.6,513,421,90,9,0,0,23,81,0,0,0,0,399,2,11,Matches,West Ham United,2024
James Ward-Prowse,eng ENG,MF,30-196,10.0,677,614,58,26,0,8,42,1,30,17,11,1,595,5,4,Matches,West Ham United,2024
Aaron Cresswell,eng ENG,DF,35-152,8.5,563,465,97,32,1,5,33,52,13,11,2,0,463,1,9,Matches,West Ham United,2024
Crysencio Summerville,nl NED,"FW,MF",23-198,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13,Matches,West Ham United,2024
Oliver Scarles,eng ENG,DF,19-155,6.6,333,302,28,3,1,1,13,25,0,0,0,0,260,3,5,Matches,West Ham United,2024
Niclas Füllkrug,de GER,FW,32-096,7.6,164,156,7,0,0,1,1,0,0,0,0,0,108,1,6,Matches,West Ham United,2024
Danny Ings,eng ENG,"FW,MF",32-297,3.2,92,86,5,0,1,0,3,0,0,0,0,0,63,1,4,Matches,West Ham United,2024
Andy Irving,sct SCO,MF,25-003,1.8,124,120,2,2,1,0,2,0,0,0,0,0,109,2,1,Matches,West Ham United,2024
Evan Ferguson,ie IRL,FW,20-209,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0,Matches,West Ham United,2024
Luis Guilherme,br BRA,"MF,FW",19-096,1.5,56,53,3,0,0,0,8,1,2,0,2,0,47,0,2,Matches,West Ham United,2024
Lewis Orford,eng ENG,MF,19-087,0.5,38,36,2,2,0,0,1,0,0,0,0,0,33,0,0,Matches,West Ham United,2024
Kaelan Casey,eng ENG,DF,20-200,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,West Ham United,2024
Rayan Aït-Nouri,dz ALG,DF,23-344,32.8,1612,1311,297,41,3,4,88,230,26,21,1,0,1355,4,41,Matches,Wolverhampton Wanderers,2024
João Gomes,br BRA,MF,24-093,31.5,1519,1462,54,25,5,9,28,17,1,1,0,0,1292,3,24,Matches,Wolverhampton Wanderers,2024
Nélson Semedo,pt POR,DF,31-181,30.6,1263,1060,199,11,1,4,62,188,0,0,0,0,1012,4,35,Matches,Wolverhampton Wanderers,2024
Jørgen Strand Larsen,no NOR,FW,25-099,27.7,435,423,12,0,1,2,6,0,0,0,0,0,275,0,18,Matches,Wolverhampton Wanderers,2024
André,br BRA,MF,23-304,26.0,1268,1234,32,28,5,15,0,2,0,0,0,0,1176,2,14,Matches,Wolverhampton Wanderers,2024
José Sá,pt POR,GK,32-119,28.0,887,673,211,63,1,0,0,0,0,0,0,0,569,3,1,Matches,Wolverhampton Wanderers,2024
Matheus Cunha,br BRA,"MF,FW",25-354,27.6,1066,887,170,48,14,13,132,28,66,38,20,2,764,9,32,Matches,Wolverhampton Wanderers,2024
Toti Gomes,pt POR,DF,26-120,27.0,1580,1491,88,40,0,3,13,34,0,0,0,0,1354,1,19,Matches,Wolverhampton Wanderers,2024
Matt Doherty,ie IRL,DF,33-120,22.5,1261,1137,120,54,2,22,20,66,0,0,0,0,1042,4,14,Matches,Wolverhampton Wanderers,2024
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-323,17.6,540,521,18,7,5,4,41,2,3,3,0,0,424,1,20,Matches,Wolverhampton Wanderers,2024
Santiago Bueno,uy URU,DF,26-188,18.7,842,807,34,21,1,3,0,4,0,0,0,0,741,1,9,Matches,Wolverhampton Wanderers,2024
Mario Lemina,ga GAB,"MF,DF",31-257,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7,Matches,Wolverhampton Wanderers,2024
Emmanuel Agbadou,ci CIV,DF,27-333,13.7,865,825,37,27,1,11,2,0,0,0,0,0,740,3,4,Matches,Wolverhampton Wanderers,2024
Marshall Munetsi,zw ZIM,"MF,FW",28-328,10.8,185,178,7,0,1,0,6,1,0,0,0,0,132,0,3,Matches,Wolverhampton Wanderers,2024
Craig Dawson,eng ENG,DF,35-010,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0,Matches,Wolverhampton Wanderers,2024
Gonçalo Guedes,pt POR,"MF,FW",28-168,9.3,281,253,25,0,0,4,20,7,1,1,0,0,205,3,8,Matches,Wolverhampton Wanderers,2024
Sam Johnstone,eng ENG,GK,32-052,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2,Matches,Wolverhampton Wanderers,2024
Pablo Sarabia,es ESP,"MF,FW",33-005,8.3,398,335,55,20,5,2,40,8,20,18,2,0,279,8,17,Matches,Wolverhampton Wanderers,2024
Rodrigo Gomes,pt POR,"DF,FW",21-313,7.8,267,236,31,1,1,0,21,29,1,0,1,0,180,0,8,Matches,Wolverhampton Wanderers,2024
Hwang Hee-chan,kr KOR,"MF,FW",29-110,7.2,195,181,13,2,1,0,8,6,0,0,0,0,159,1,8,Matches,Wolverhampton Wanderers,2024
Yerson Mosquera,co COL,DF,24-014,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3,Matches,Wolverhampton Wanderers,2024
Tommy Doyle,eng ENG,MF,23-211,5.4,392,353,35,19,0,6,15,3,12,6,4,0,321,4,8,Matches,Wolverhampton Wanderers,2024
Carlos Forbs,pt POR,"MF,FW",21-058,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9,Matches,Wolverhampton Wanderers,2024
Daniel Bentley,eng ENG,GK,31-307,1.0,34,19,15,5,0,0,0,0,0,0,0,0,20,0,0,Matches,Wolverhampton Wanderers,2024
Pedro Lima,br BRA,DF,18-319,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2,Matches,Wolverhampton Wanderers,2024
Daniel Podence,pt POR,"MF,FW",29-207,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2,Matches,Wolverhampton Wanderers,2024
Nasser Djiga,bf BFA,"DF,FW",22-182,0.2,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches,Wolverhampton Wanderers,2024
Chiquinho,pt POR,MF,25-100,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches,Wolverhampton Wanderers,2024
Mateus Mane,,MF,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches,Wolverhampton Wanderers,2024
Alfie Pond,eng ENG,DF,21-076,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,Wolverhampton Wanderers,2024
Boubacar Traoré,ml MLI,MF,23-269,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Wolverhampton Wanderers,2024
